pit_id,race_id,driver_id,constructor_id,circuit_id,stop_number,lap_number,pit_time
305,20110522,buemi,toro_rosso,catalunya,3,42,20819
306,20110522,trulli,lotus_racing,catalunya,3,43,23001
307,20110522,kobayashi,sauber,catalunya,3,44,20500
308,20110522,webber,red_bull,catalunya,4,47,19984
309,20110522,vettel,red_bull,catalunya,4,48,20292
310,20110522,perez,sauber,catalunya,3,47,21829
311,20110522,button,mclaren,catalunya,3,48,20107
312,20110522,hamilton,mclaren,catalunya,4,49,20988
313,20110522,sutil,force_india,catalunya,3,48,23230
314,20110522,karthikeyan,hrt,catalunya,3,47,24298
315,20110522,heidfeld,renault,catalunya,3,50,20796
316,20110522,alguersuari,toro_rosso,catalunya,4,50,23143
317,20110522,ambrosio,virgin,catalunya,3,49,21708
318,20110522,resta,force_india,catalunya,3,51,20573
319,20110522,maldonado,williams,catalunya,4,53,22077
320,20110522,glock,virgin,catalunya,3,53,21170
321,20110522,barrichello,williams,catalunya,4,54,20637
322,20110529,michael_schumacher,mercedes,monaco,1,12,35084
323,20110529,button,mclaren,monaco,1,15,25280
324,20110529,rosberg,mercedes,monaco,1,15,25189
325,20110529,vettel,red_bull,monaco,1,16,28536
326,20110529,webber,red_bull,monaco,1,16,37735
327,20110529,alonso,ferrari,monaco,1,17,25352
328,20110529,kovalainen,lotus_racing,monaco,1,19,26477
329,20110529,resta,force_india,monaco,1,20,24970
330,20110529,hamilton,mclaren,monaco,1,22,31445
331,20110529,glock,virgin,monaco,1,22,26827
332,20110529,trulli,lotus_racing,monaco,1,24,25595
333,20110529,maldonado,williams,monaco,1,25,26468
334,20110529,massa,ferrari,monaco,1,26,26615
335,20110529,karthikeyan,hrt,monaco,1,25,28325
336,20110529,resta,force_india,monaco,2,27,19360
337,20110529,petrov,renault,monaco,1,28,28856
338,20110529,alguersuari,toro_rosso,monaco,1,29,25907
339,20110529,barrichello,williams,monaco,1,32,25921
340,20110529,button,mclaren,monaco,2,33,26421
341,20110529,resta,force_india,monaco,3,32,47226
342,20110529,heidfeld,renault,monaco,1,33,25851
343,20110529,buemi,toro_rosso,monaco,1,33,26073
344,20110529,alonso,ferrari,monaco,2,34,31382
345,20110529,rosberg,mercedes,monaco,2,33,25310
346,20110529,liuzzi,hrt,monaco,1,32,28298
347,20110529,ambrosio,virgin,monaco,1,33,27577
348,20110529,kobayashi,sauber,monaco,1,34,28642
349,20110529,sutil,force_india,monaco,1,34,25037
350,20110529,karthikeyan,hrt,monaco,2,33,39917
351,20110529,hamilton,mclaren,monaco,2,43,19347
352,20110529,trulli,lotus_racing,monaco,2,46,26065
353,20110529,button,mclaren,monaco,3,48,24670
354,20110529,hamilton,mclaren,monaco,3,49,26977
355,20110529,kovalainen,lotus_racing,monaco,2,52,25878
356,20110529,rosberg,mercedes,monaco,3,53,25116
357,20110529,maldonado,williams,monaco,2,54,25687
358,20110529,webber,red_bull,monaco,2,55,26269
359,20110529,alguersuari,toro_rosso,monaco,2,56,27550
360,20110529,buemi,toro_rosso,monaco,2,62,25045
361,20110529,ambrosio,virgin,monaco,2,63,26464
362,20110529,sutil,force_india,monaco,2,68,27879
363,20110529,barrichello,williams,monaco,2,68,25675
364,20110529,heidfeld,renault,monaco,2,69,26281
365,20110612,button,mclaren,villeneuve,1,8,23650
366,20110612,liuzzi,hrt,villeneuve,1,9,27202
367,20110612,button,mclaren,villeneuve,2,13,14501
368,20110612,barrichello,williams,villeneuve,1,15,23305
369,20110612,sutil,force_india,villeneuve,1,16,24052
370,20110612,alonso,ferrari,villeneuve,1,17,23893
371,20110612,rosberg,mercedes,villeneuve,1,17,23105
372,20110612,maldonado,williams,villeneuve,1,17,23571
373,20110612,buemi,toro_rosso,villeneuve,1,17,23949
374,20110612,ambrosio,virgin,villeneuve,1,17,24143
375,20110612,michael_schumacher,mercedes,villeneuve,1,18,24472
376,20110612,alonso,ferrari,villeneuve,2,19,26348
377,20110612,button,mclaren,villeneuve,3,19,23868
378,20110612,rosberg,mercedes,villeneuve,2,19,22986
379,20110612,alguersuari,toro_rosso,villeneuve,1,19,26045
380,20110612,barrichello,williams,villeneuve,2,19,25066
381,20110612,kovalainen,lotus_racing,villeneuve,1,19,44037
382,20110612,trulli,lotus_racing,villeneuve,1,19,51684
383,20110612,maldonado,williams,villeneuve,2,19,24943
384,20110612,vettel,red_bull,villeneuve,1,20,23872
385,20110612,webber,red_bull,villeneuve,1,20,29546
386,20110612,buemi,toro_rosso,villeneuve,2,20,24649
387,20110612,massa,ferrari,villeneuve,1,21,24886
388,20110612,michael_schumacher,mercedes,villeneuve,2,21,24196
389,20110612,ambrosio,virgin,villeneuve,2,23,30497
390,20110612,ambrosio,virgin,villeneuve,3,33,24655
391,20110612,michael_schumacher,mercedes,villeneuve,3,34,22832
392,20110612,sutil,force_india,villeneuve,2,34,22923
393,20110612,glock,virgin,villeneuve,1,34,24425
394,20110612,barrichello,williams,villeneuve,3,34,24684
395,20110612,buemi,toro_rosso,villeneuve,3,34,23970
396,20110612,heidfeld,renault,villeneuve,1,35,23113
397,20110612,resta,force_india,villeneuve,1,35,22479
398,20110612,button,mclaren,villeneuve,4,35,23589
399,20110612,rosa,sauber,villeneuve,1,35,30288
400,20110612,alguersuari,toro_rosso,villeneuve,2,35,24863
401,20110612,maldonado,williams,villeneuve,3,35,23593
402,20110612,liuzzi,hrt,villeneuve,2,35,34897
403,20110612,kobayashi,sauber,villeneuve,1,36,23687
404,20110612,massa,ferrari,villeneuve,2,36,22742
405,20110612,petrov,renault,villeneuve,1,36,23816
406,20110612,webber,red_bull,villeneuve,2,36,22402
407,20110612,alonso,ferrari,villeneuve,3,36,26129
408,20110612,rosberg,mercedes,villeneuve,3,36,22735
409,20110612,trulli,lotus_racing,villeneuve,2,36,23332
410,20110612,ambrosio,virgin,villeneuve,4,36,14538
411,20110612,vettel,red_bull,villeneuve,2,37,22958
412,20110612,karthikeyan,hrt,villeneuve,1,37,29115
413,20110612,button,mclaren,villeneuve,5,37,31718
414,20110612,resta,force_india,villeneuve,2,43,28630
415,20110612,sutil,force_india,villeneuve,3,45,14565
416,20110612,sutil,force_india,villeneuve,4,49,32449
417,20110612,webber,red_bull,villeneuve,3,50,22770
418,20110612,barrichello,williams,villeneuve,4,50,23059
419,20110612,buemi,toro_rosso,villeneuve,4,50,26561
420,20110612,resta,force_india,villeneuve,3,50,14538
421,20110612,button,mclaren,villeneuve,6,51,23741
422,20110612,alguersuari,toro_rosso,villeneuve,3,51,23338
423,20110612,maldonado,williams,villeneuve,4,51,23700
424,20110612,glock,virgin,villeneuve,2,51,25079
425,20110612,karthikeyan,hrt,villeneuve,2,51,29540
426,20110612,michael_schumacher,mercedes,villeneuve,4,52,22869
427,20110612,massa,ferrari,villeneuve,3,52,22560
428,20110612,heidfeld,renault,villeneuve,2,52,23364
429,20110612,rosa,sauber,villeneuve,2,52,24039
430,20110612,trulli,lotus_racing,villeneuve,3,52,25140
431,20110612,ambrosio,virgin,villeneuve,5,52,30714
432,20110612,vettel,red_bull,villeneuve,3,53,22526
433,20110612,liuzzi,hrt,villeneuve,3,52,33278
434,20110612,kobayashi,sauber,villeneuve,2,53,24618
435,20110612,petrov,renault,villeneuve,2,53,24145
436,20110612,rosberg,mercedes,villeneuve,4,53,22702
437,20110612,massa,ferrari,villeneuve,4,53,28346
438,20110612,resta,force_india,villeneuve,4,53,23129
439,20110612,maldonado,williams,villeneuve,5,61,31701
440,20110626,maldonado,williams,valencia,1,10,21301
441,20110626,heidfeld,renault,valencia,1,11,22114
442,20110626,barrichello,williams,valencia,1,11,21163
443,20110626,kobayashi,sauber,valencia,1,11,23492
444,20110626,hamilton,mclaren,valencia,1,12,20340
445,20110626,rosberg,mercedes,valencia,1,12,21054
446,20110626,sutil,force_india,valencia,1,12,20676
447,20110626,webber,red_bull,valencia,1,13,20465
448,20110626,vettel,red_bull,valencia,1,14,21006
449,20110626,alonso,ferrari,valencia,1,14,21477
450,20110626,button,mclaren,valencia,1,14,20997
451,20110626,michael_schumacher,mercedes,valencia,1,14,21201
452,20110626,resta,force_india,valencia,1,14,20567
453,20110626,buemi,toro_rosso,valencia,1,14,21321
454,20110626,kovalainen,lotus_racing,valencia,1,14,23241
455,20110626,karthikeyan,hrt,valencia,1,14,28030
456,20110626,massa,ferrari,valencia,1,15,20718
457,20110626,petrov,renault,valencia,1,15,22104
458,20110626,michael_schumacher,mercedes,valencia,2,15,30665
459,20110626,liuzzi,hrt,valencia,1,15,24459
460,20110626,glock,virgin,valencia,1,17,21900
461,20110626,trulli,lotus_racing,valencia,1,18,23327
462,20110626,ambrosio,virgin,valencia,1,18,21943
463,20110626,alguersuari,toro_rosso,valencia,1,19,21391
464,20110626,hamilton,mclaren,valencia,2,24,21035
465,20110626,perez,sauber,valencia,1,25,21939
466,20110626,buemi,toro_rosso,valencia,2,26,20460
467,20110626,kovalainen,lotus_racing,valencia,2,26,21126
468,20110626,heidfeld,renault,valencia,2,27,22285
469,20110626,resta,force_india,valencia,2,27,20818
470,20110626,petrov,renault,valencia,2,27,21168
471,20110626,webber,red_bull,valencia,2,28,20319
472,20110626,sutil,force_india,valencia,2,28,20286
473,20110626,barrichello,williams,valencia,2,28,21262
474,20110626,maldonado,williams,valencia,2,28,21805
475,20110626,alonso,ferrari,valencia,2,29,20551
476,20110626,liuzzi,hrt,valencia,2,28,22766
477,20110626,vettel,red_bull,valencia,2,30,20441
478,20110626,button,mclaren,valencia,2,30,20325
479,20110626,rosberg,mercedes,valencia,2,30,23547
480,20110626,karthikeyan,hrt,valencia,2,29,24675
481,20110626,massa,ferrari,valencia,2,31,25537
482,20110626,michael_schumacher,mercedes,valencia,3,31,21168
483,20110626,kobayashi,sauber,valencia,2,33,20545
484,20110626,trulli,lotus_racing,valencia,2,34,22131
485,20110626,ambrosio,virgin,valencia,2,37,22250
486,20110626,petrov,renault,valencia,3,39,21105
487,20110626,heidfeld,renault,valencia,3,40,21472
488,20110626,barrichello,williams,valencia,3,40,21286
489,20110626,webber,red_bull,valencia,3,42,20367
490,20110626,hamilton,mclaren,valencia,3,42,20212
491,20110626,alguersuari,toro_rosso,valencia,2,42,21103
492,20110626,kovalainen,lotus_racing,valencia,3,42,22632
493,20110626,sutil,force_india,valencia,3,43,21036
494,20110626,glock,virgin,valencia,2,42,22030
495,20110626,resta,force_india,valencia,3,44,21069
496,20110626,alonso,ferrari,valencia,3,45,20136
497,20110626,liuzzi,hrt,valencia,3,43,22235
498,20110626,maldonado,williams,valencia,3,44,21490
499,20110626,rosberg,mercedes,valencia,3,45,20896
500,20110626,buemi,toro_rosso,valencia,3,45,20995
501,20110626,vettel,red_bull,valencia,3,47,20331
502,20110626,karthikeyan,hrt,valencia,3,44,26059
503,20110626,massa,ferrari,valencia,3,48,20404
504,20110626,button,mclaren,valencia,3,48,20479
505,20110710,michael_schumacher,mercedes,silverstone,1,9,30242
506,20110710,heidfeld,renault,silverstone,1,10,24716
507,20110710,button,mclaren,silverstone,1,11,25070
508,20110710,sutil,force_india,silverstone,1,11,25737
509,20110710,kobayashi,sauber,silverstone,1,11,28448
510,20110710,maldonado,williams,silverstone,1,11,26238
