pit_id,race_id,driver_id,constructor_id,circuit_id,stop_number,lap_number,pit_time
2049,20121125,vergne,toro_rosso,interlagos,4,56,22061
2050,20121125,rosa,hrt,interlagos,4,55,24510
2051,20121125,ricciardo,toro_rosso,interlagos,4,56,22923
2052,20121125,button,mclaren,interlagos,2,57,21456
2053,20121125,karthikeyan,hrt,interlagos,4,55,27480
2054,20121125,hulkenberg,force_india,interlagos,2,57,22250
2055,20121125,kovalainen,caterham,interlagos,4,56,23002
2056,20121125,glock,marussia,interlagos,4,56,24816
2057,20121125,resta,force_india,interlagos,3,57,22389
2058,20121125,hulkenberg,force_india,interlagos,3,58,14128
2059,20121125,kovalainen,caterham,interlagos,5,59,21849
2060,20121125,ricciardo,toro_rosso,interlagos,5,61,21973
2061,20130317,button,mclaren,albert_park,1,4,22282
2062,20130317,webber,red_bull,albert_park,1,5,24240
2063,20130317,grosjean,lotus_f1,albert_park,1,5,22239
2064,20130317,gutierrez,sauber,albert_park,1,5,22316
2065,20130317,bottas,williams,albert_park,1,6,23528
2066,20130317,chilton,marussia,albert_park,1,6,36564
2067,20130317,vettel,red_bull,albert_park,1,7,21807
2068,20130317,garde,caterham,albert_park,1,7,24104
2069,20130317,massa,ferrari,albert_park,1,8,21754
2070,20130317,resta,force_india,albert_park,1,8,23010
2071,20130317,pic,caterham,albert_park,1,8,23394
2072,20130317,alonso,ferrari,albert_park,1,9,21792
2073,20130317,raikkonen,lotus_f1,albert_park,1,9,22709
2074,20130317,vergne,toro_rosso,albert_park,1,9,23074
2075,20130317,jules_bianchi,marussia,albert_park,1,9,23371
2076,20130317,maldonado,williams,albert_park,1,10,23099
2077,20130317,hamilton,mercedes,albert_park,1,13,22155
2078,20130317,rosberg,mercedes,albert_park,1,14,22274
2079,20130317,ricciardo,toro_rosso,albert_park,1,15,23435
2080,20130317,perez,mclaren,albert_park,1,16,23677
2081,20130317,garde,caterham,albert_park,2,16,23834
2082,20130317,webber,red_bull,albert_park,2,18,21717
2083,20130317,grosjean,lotus_f1,albert_park,2,19,22133
2084,20130317,chilton,marussia,albert_park,2,19,30838
2085,20130317,alonso,ferrari,albert_park,2,20,21606
2086,20130317,button,mclaren,albert_park,2,20,23571
2087,20130317,sutil,force_india,albert_park,1,21,22693
2088,20130317,vettel,red_bull,albert_park,2,21,22704
2089,20130317,massa,ferrari,albert_park,2,23,21511
2090,20130317,perez,mclaren,albert_park,2,23,22004
2091,20130317,vergne,toro_rosso,albert_park,2,24,24688
2092,20130317,bottas,williams,albert_park,2,24,23215
2093,20130317,gutierrez,sauber,albert_park,2,27,22315
2094,20130317,jules_bianchi,marussia,albert_park,2,27,23387
2095,20130317,ricciardo,toro_rosso,albert_park,2,30,24177
2096,20130317,hamilton,mercedes,albert_park,2,31,22015
2097,20130317,resta,force_india,albert_park,2,33,23051
2098,20130317,raikkonen,lotus_f1,albert_park,2,34,22181
2099,20130317,pic,caterham,albert_park,2,33,23509
2100,20130317,garde,caterham,albert_park,3,34,23917
2101,20130317,chilton,marussia,albert_park,3,34,22948
2102,20130317,massa,ferrari,albert_park,3,36,21509
2103,20130317,vettel,red_bull,albert_park,3,37,21596
2104,20130317,button,mclaren,albert_park,3,37,21538
2105,20130317,grosjean,lotus_f1,albert_park,3,37,22534
2106,20130317,webber,red_bull,albert_park,3,38,21515
2107,20130317,alonso,ferrari,albert_park,3,39,21704
2108,20130317,bottas,williams,albert_park,3,40,24060
2109,20130317,perez,mclaren,albert_park,3,41,21705
2110,20130317,hamilton,mercedes,albert_park,3,42,21778
2111,20130317,vergne,toro_rosso,albert_park,3,44,23160
2112,20130317,sutil,force_india,albert_park,2,46,22749
2113,20130317,jules_bianchi,marussia,albert_park,3,50,22669
2114,20130324,vettel,red_bull,sepang,1,5,21135
2115,20130324,massa,ferrari,sepang,1,5,22403
2116,20130324,sutil,force_india,sepang,1,6,37833
2117,20130324,ricciardo,toro_rosso,sepang,1,6,22416
2118,20130324,raikkonen,lotus_f1,sepang,1,6,25905
2119,20130324,resta,force_india,sepang,1,6,43713
2120,20130324,maldonado,williams,sepang,1,6,24737
2121,20130324,garde,caterham,sepang,1,6,23252
2122,20130324,jules_bianchi,marussia,sepang,1,6,26546
2123,20130324,bottas,williams,sepang,1,6,24960
2124,20130324,chilton,marussia,sepang,1,6,30365
2125,20130324,webber,red_bull,sepang,1,7,21010
2126,20130324,hamilton,mercedes,sepang,1,7,24933
2127,20130324,button,mclaren,sepang,1,7,22448
2128,20130324,hulkenberg,sauber,sepang,1,7,22996
2129,20130324,perez,mclaren,sepang,1,7,21583
2130,20130324,grosjean,lotus_f1,sepang,1,7,22105
2131,20130324,gutierrez,sauber,sepang,1,7,24397
2132,20130324,vergne,toro_rosso,sepang,1,7,49216
2133,20130324,pic,caterham,sepang,1,7,44428
2134,20130324,rosberg,mercedes,sepang,1,8,22028
2135,20130324,maldonado,williams,sepang,2,13,32561
2136,20130324,jules_bianchi,marussia,sepang,2,17,23755
2137,20130324,garde,caterham,sepang,2,18,22706
2138,20130324,webber,red_bull,sepang,2,19,20736
2139,20130324,ricciardo,toro_rosso,sepang,2,19,22388
2140,20130324,chilton,marussia,sepang,2,19,22668
2141,20130324,massa,ferrari,sepang,2,20,21635
2142,20130324,grosjean,lotus_f1,sepang,2,20,21812
2143,20130324,pic,caterham,sepang,2,20,25015
2144,20130324,hamilton,mercedes,sepang,2,21,21465
2145,20130324,button,mclaren,sepang,2,21,21028
2146,20130324,hulkenberg,sauber,sepang,2,21,21699
2147,20130324,raikkonen,lotus_f1,sepang,2,21,22677
2148,20130324,vettel,red_bull,sepang,2,22,21339
2149,20130324,rosberg,mercedes,sepang,2,22,21079
2150,20130324,perez,mclaren,sepang,2,22,20894
2151,20130324,gutierrez,sauber,sepang,2,22,22575
2152,20130324,bottas,williams,sepang,2,22,28045
2153,20130324,vergne,toro_rosso,sepang,2,26,21638
2154,20130324,garde,caterham,sepang,3,28,25118
2155,20130324,jules_bianchi,marussia,sepang,3,29,22017
2156,20130324,hamilton,mercedes,sepang,3,30,21549
2157,20130324,webber,red_bull,sepang,3,31,20883
2158,20130324,rosberg,mercedes,sepang,3,31,22114
2159,20130324,vettel,red_bull,sepang,3,32,21482
2160,20130324,chilton,marussia,sepang,3,31,22115
2161,20130324,maldonado,williams,sepang,3,32,22703
2162,20130324,pic,caterham,sepang,3,32,23373
2163,20130324,massa,ferrari,sepang,3,33,21561
2164,20130324,perez,mclaren,sepang,3,33,21338
2165,20130324,ricciardo,toro_rosso,sepang,3,33,22008
2166,20130324,hulkenberg,sauber,sepang,3,34,22629
2167,20130324,raikkonen,lotus_f1,sepang,3,34,21903
2168,20130324,grosjean,lotus_f1,sepang,3,35,22385
2169,20130324,gutierrez,sauber,sepang,3,36,22394
2170,20130324,bottas,williams,sepang,3,40,22937
2171,20130324,hamilton,mercedes,sepang,4,41,21271
2172,20130324,vettel,red_bull,sepang,4,42,20757
2173,20130324,rosberg,mercedes,sepang,4,42,21202
2174,20130324,chilton,marussia,sepang,4,41,22271
2175,20130324,webber,red_bull,sepang,4,43,20767
2176,20130324,garde,caterham,sepang,4,42,22744
2177,20130324,vergne,toro_rosso,sepang,3,43,21702
2178,20130324,jules_bianchi,marussia,sepang,4,43,22335
2179,20130324,hulkenberg,sauber,sepang,4,44,23198
2180,20130324,pic,caterham,sepang,4,43,23844
2181,20130324,massa,ferrari,sepang,4,47,20970
2182,20130324,gutierrez,sauber,sepang,4,51,22542
2183,20130324,perez,mclaren,sepang,4,54,21366
2184,20130414,webber,red_bull,shanghai,1,1,21287
2185,20130414,ricciardo,toro_rosso,shanghai,1,4,24946
2186,20130414,hamilton,mercedes,shanghai,1,5,20379
2187,20130414,rosberg,mercedes,shanghai,1,5,22299
2188,20130414,pic,caterham,shanghai,1,5,21265
2189,20130414,alonso,ferrari,shanghai,1,6,19719
2190,20130414,raikkonen,lotus_f1,shanghai,1,6,20753
2191,20130414,jules_bianchi,marussia,shanghai,1,6,21097
2192,20130414,garde,caterham,shanghai,1,6,20905
2193,20130414,massa,ferrari,shanghai,1,7,20753
2194,20130414,grosjean,lotus_f1,shanghai,1,7,20083
2195,20130414,maldonado,williams,shanghai,1,7,20794
2196,20130414,chilton,marussia,shanghai,1,7,21063
2197,20130414,hulkenberg,sauber,shanghai,1,14,22838
2198,20130414,vettel,red_bull,shanghai,1,14,19323
2199,20130414,resta,force_india,shanghai,1,14,20598
2200,20130414,webber,red_bull,shanghai,2,15,26956
2201,20130414,vergne,toro_rosso,shanghai,1,15,20977
2202,20130414,bottas,williams,shanghai,1,16,21614
2203,20130414,jules_bianchi,marussia,shanghai,2,16,24834
2204,20130414,pic,caterham,shanghai,2,17,22183
2205,20130414,massa,ferrari,shanghai,2,19,20027
2206,20130414,rosberg,mercedes,shanghai,2,19,19894
2207,20130414,rosberg,mercedes,shanghai,3,20,22727
2208,20130414,garde,caterham,shanghai,2,20,20743
2209,20130414,hamilton,mercedes,shanghai,2,21,20584
2210,20130414,raikkonen,lotus_f1,shanghai,2,21,20759
2211,20130414,chilton,marussia,shanghai,2,21,25091
2212,20130414,alonso,ferrari,shanghai,2,23,20521
2213,20130414,button,mclaren,shanghai,1,23,19898
2214,20130414,grosjean,lotus_f1,shanghai,2,23,20286
2215,20130414,ricciardo,toro_rosso,shanghai,2,23,20303
2216,20130414,maldonado,williams,shanghai,2,23,21517
2217,20130414,perez,mclaren,shanghai,1,24,19969
2218,20130414,hulkenberg,sauber,shanghai,2,29,20327
2219,20130414,vettel,red_bull,shanghai,2,31,20084
2220,20130414,perez,mclaren,shanghai,2,31,20253
2221,20130414,resta,force_india,shanghai,2,32,20320
2222,20130414,jules_bianchi,marussia,shanghai,3,32,20625
2223,20130414,pic,caterham,shanghai,3,33,21294
2224,20130414,chilton,marussia,shanghai,3,33,25151
2225,20130414,raikkonen,lotus_f1,shanghai,3,34,20464
2226,20130414,bottas,williams,shanghai,2,34,22217
2227,20130414,hulkenberg,sauber,shanghai,3,36,19957
2228,20130414,massa,ferrari,shanghai,3,36,19449
2229,20130414,hamilton,mercedes,shanghai,3,37,19600
2230,20130414,grosjean,lotus_f1,shanghai,3,37,20109
2231,20130414,vergne,toro_rosso,shanghai,2,37,20235
2232,20130414,garde,caterham,shanghai,3,37,21067
2233,20130414,ricciardo,toro_rosso,shanghai,3,38,20362
2234,20130414,maldonado,williams,shanghai,3,39,20982
2235,20130414,alonso,ferrari,shanghai,3,41,21012
2236,20130414,vergne,toro_rosso,shanghai,3,43,20716
2237,20130414,button,mclaren,shanghai,2,49,19862
2238,20130414,vettel,red_bull,shanghai,3,51,20191
2239,20130414,bottas,williams,shanghai,3,51,21490
2240,20130414,resta,force_india,shanghai,3,53,19831
2241,20130421,gutierrez,sauber,bahrain,1,1,28102
2242,20130421,sutil,force_india,bahrain,1,1,26495
2243,20130421,garde,caterham,bahrain,1,2,28344
2244,20130421,vergne,toro_rosso,bahrain,1,2,41485
2245,20130421,alonso,ferrari,bahrain,1,7,23055
2246,20130421,webber,red_bull,bahrain,1,8,21798
2247,20130421,grosjean,lotus_f1,bahrain,1,8,24605
2248,20130421,alonso,ferrari,bahrain,2,8,21436
2249,20130421,rosberg,mercedes,bahrain,1,9,22237
2250,20130421,button,mclaren,bahrain,1,9,23093
2251,20130421,ricciardo,toro_rosso,bahrain,1,9,22529
2252,20130421,jules_bianchi,marussia,bahrain,1,9,24325
2253,20130421,vettel,red_bull,bahrain,1,10,21660
2254,20130421,massa,ferrari,bahrain,1,10,21665
2255,20130421,perez,mclaren,bahrain,1,10,21471
2256,20130421,hamilton,mercedes,bahrain,1,10,22072
2257,20130421,maldonado,williams,bahrain,1,10,23173
2258,20130421,chilton,marussia,bahrain,1,10,22745
2259,20130421,pic,caterham,bahrain,1,11,22912
2260,20130421,hulkenberg,sauber,bahrain,1,12,21656
2261,20130421,bottas,williams,bahrain,1,13,22729
2262,20130421,resta,force_india,bahrain,1,14,22009
2263,20130421,garde,caterham,bahrain,2,14,22950
2264,20130421,raikkonen,lotus_f1,bahrain,1,16,22715
2265,20130421,gutierrez,sauber,bahrain,2,16,21997
2266,20130421,massa,ferrari,bahrain,2,17,21722
2267,20130421,sutil,force_india,bahrain,2,18,22199
2268,20130421,rosberg,mercedes,bahrain,2,20,21331
2269,20130421,perez,mclaren,bahrain,2,20,21161
2270,20130421,webber,red_bull,bahrain,2,21,21221
2271,20130421,button,mclaren,bahrain,2,21,21894
2272,20130421,hamilton,mercedes,bahrain,2,22,21444
2273,20130421,jules_bianchi,marussia,bahrain,2,22,23455
2274,20130421,maldonado,williams,bahrain,2,23,22220
2275,20130421,pic,caterham,bahrain,2,23,22576
2276,20130421,chilton,marussia,bahrain,2,23,24141
2277,20130421,alonso,ferrari,bahrain,3,24,21123
2278,20130421,vettel,red_bull,bahrain,2,25,21290
2279,20130421,garde,caterham,bahrain,3,24,22252
2280,20130421,ricciardo,toro_rosso,bahrain,2,25,22028
2281,20130421,hulkenberg,sauber,bahrain,2,26,22400
2282,20130421,grosjean,lotus_f1,bahrain,2,27,21608
2283,20130421,massa,ferrari,bahrain,3,28,21569
2284,20130421,bottas,williams,bahrain,2,29,28408
2285,20130421,rosberg,mercedes,bahrain,3,33,21183
2286,20130421,gutierrez,sauber,bahrain,3,33,22438
2287,20130421,raikkonen,lotus_f1,bahrain,2,34,21723
2288,20130421,button,mclaren,bahrain,3,34,21696
2289,20130421,pic,caterham,bahrain,3,35,23263
2290,20130421,resta,force_india,bahrain,2,36,22475
2291,20130421,massa,ferrari,bahrain,4,36,27757
2292,20130421,jules_bianchi,marussia,bahrain,3,36,22817
2293,20130421,webber,red_bull,bahrain,3,37,21031
2294,20130421,chilton,marussia,bahrain,3,37,26004
2295,20130421,hamilton,mercedes,bahrain,3,38,21600
2296,20130421,perez,mclaren,bahrain,3,39,21319
2297,20130421,alonso,ferrari,bahrain,4,39,21189
2298,20130421,maldonado,williams,bahrain,3,39,22066
2299,20130421,garde,caterham,bahrain,4,39,22380
2300,20130421,hulkenberg,sauber,bahrain,3,41,22814
2301,20130421,ricciardo,toro_rosso,bahrain,3,41,22623
2302,20130421,vettel,red_bull,bahrain,3,42,21906
2303,20130421,grosjean,lotus_f1,bahrain,3,42,21556
2304,20130421,sutil,force_india,bahrain,3,42,22346
2305,20130421,gutierrez,sauber,bahrain,4,43,22246
2306,20130421,rosberg,mercedes,bahrain,4,44,21267
2307,20130421,button,mclaren,bahrain,4,46,21230
2308,20130421,chilton,marussia,bahrain,4,46,22552
2309,20130421,bottas,williams,bahrain,3,47,23837
2310,20130421,garde,caterham,bahrain,5,47,23375
2311,20130421,jules_bianchi,marussia,bahrain,4,48,23803
2312,20130512,jules_bianchi,marussia,catalunya,1,2,29994
2313,20130512,webber,red_bull,catalunya,1,7,19668
2314,20130512,massa,ferrari,catalunya,1,8,19490
2315,20130512,hulkenberg,sauber,catalunya,1,8,19993
2316,20130512,maldonado,williams,catalunya,1,8,20205
2317,20130512,pic,caterham,catalunya,1,8,20734
2318,20130512,alonso,ferrari,catalunya,1,9,18909
2319,20130512,hamilton,mercedes,catalunya,1,9,22018
2320,20130512,resta,force_india,catalunya,1,9,20615
2321,20130512,vergne,toro_rosso,catalunya,1,9,19772
2322,20130512,garde,caterham,catalunya,1,9,21686
2323,20130512,bottas,williams,catalunya,1,9,21171
2324,20130512,rosberg,mercedes,catalunya,1,10,19414
2325,20130512,vettel,red_bull,catalunya,1,10,18606
2326,20130512,raikkonen,lotus_f1,catalunya,1,10,19978
2327,20130512,perez,mclaren,catalunya,1,10,19250
2328,20130512,ricciardo,toro_rosso,catalunya,1,10,19795
2329,20130512,button,mclaren,catalunya,1,11,18810
2330,20130512,gutierrez,sauber,catalunya,1,13,22144
2331,20130512,maldonado,williams,catalunya,2,13,13266
2332,20130512,chilton,marussia,catalunya,1,15,25294
2333,20130512,jules_bianchi,marussia,catalunya,2,16,20656
2334,20130512,resta,force_india,catalunya,2,19,19792
2335,20130512,massa,ferrari,catalunya,2,20,19373
2336,20130512,webber,red_bull,catalunya,2,20,19151
2337,20130512,vergne,toro_rosso,catalunya,2,20,20671
2338,20130512,maldonado,williams,catalunya,3,20,23139
2339,20130512,garde,caterham,catalunya,2,20,22029
2340,20130512,alonso,ferrari,catalunya,2,21,19952
2341,20130512,hulkenberg,sauber,catalunya,2,21,19402
2342,20130512,sutil,force_india,catalunya,2,22,20306
2343,20130512,perez,mclaren,catalunya,2,23,20578
2344,20130512,pic,caterham,catalunya,2,23,20870
2345,20130512,vettel,red_bull,catalunya,2,24,18708
2346,20130512,ricciardo,toro_rosso,catalunya,2,24,20100
2347,20130512,hamilton,mercedes,catalunya,2,25,20132
2348,20130512,bottas,williams,catalunya,2,25,20533
2349,20130512,raikkonen,lotus_f1,catalunya,2,26,19743
2350,20130512,rosberg,mercedes,catalunya,2,27,20032
2351,20130512,gutierrez,sauber,catalunya,2,28,19988
2352,20130512,button,mclaren,catalunya,2,28,19196
2353,20130512,jules_bianchi,marussia,catalunya,3,29,19904
2354,20130512,chilton,marussia,catalunya,2,30,21582
2355,20130512,hulkenberg,sauber,catalunya,3,34,22324
2356,20130512,vergne,toro_rosso,catalunya,3,34,25362
2357,20130512,hulkenberg,sauber,catalunya,4,35,24001
2358,20130512,maldonado,williams,catalunya,4,35,20800
2359,20130512,alonso,ferrari,catalunya,3,36,19519
2360,20130512,massa,ferrari,catalunya,3,36,19326
2361,20130512,webber,red_bull,catalunya,3,36,19170
2362,20130512,hamilton,mercedes,catalunya,3,36,19700
2363,20130512,sutil,force_india,catalunya,3,36,19591
2364,20130512,vergne,toro_rosso,catalunya,4,37,29740
2365,20130512,resta,force_india,catalunya,3,38,19822
2366,20130512,perez,mclaren,catalunya,3,38,19866
2367,20130512,hulkenberg,sauber,catalunya,5,38,28971
2368,20130512,vettel,red_bull,catalunya,3,39,19551
2369,20130512,ricciardo,toro_rosso,catalunya,3,39,19498
2370,20130512,pic,caterham,catalunya,3,41,21202
2371,20130512,gutierrez,sauber,catalunya,3,42,20082
2372,20130512,bottas,williams,catalunya,3,43,19908
2373,20130512,raikkonen,lotus_f1,catalunya,3,45,20184
2374,20130512,button,mclaren,catalunya,3,46,19290
2375,20130512,jules_bianchi,marussia,catalunya,4,46,19830
2376,20130512,rosberg,mercedes,catalunya,3,47,19352
2377,20130512,chilton,marussia,catalunya,3,47,21340
2378,20130512,alonso,ferrari,catalunya,4,49,18471
2379,20130512,sutil,force_india,catalunya,4,49,22931
2380,20130512,webber,red_bull,catalunya,4,50,18931
2381,20130512,perez,mclaren,catalunya,4,50,19993
2382,20130512,hamilton,mercedes,catalunya,4,50,19457
2383,20130512,massa,ferrari,catalunya,4,51,19001
2384,20130512,vettel,red_bull,catalunya,4,51,18694
2385,20130512,ricciardo,toro_rosso,catalunya,4,51,19857
2386,20130512,resta,force_india,catalunya,4,53,19481
2387,20130512,maldonado,williams,catalunya,5,53,19723
2388,20130512,hulkenberg,sauber,catalunya,6,53,20314
2389,20130512,gutierrez,sauber,catalunya,4,54,19324
2390,20130526,maldonado,williams,monaco,1,1,40507
2391,20130526,garde,caterham,monaco,1,1,35100
2392,20130526,resta,force_india,monaco,1,9,25643
2393,20130526,ricciardo,toro_rosso,monaco,1,22,25225
2394,20130526,jules_bianchi,marussia,monaco,1,22,25098
2395,20130526,chilton,marussia,monaco,1,23,25337
2396,20130526,garde,caterham,monaco,2,24,25676
2397,20130526,webber,red_bull,monaco,1,25,24316
2398,20130526,raikkonen,lotus_f1,monaco,1,26,24420
2399,20130526,button,mclaren,monaco,1,26,24585
2400,20130526,massa,ferrari,monaco,1,26,25331
2401,20130526,hulkenberg,sauber,monaco,1,27,24974
2402,20130526,alonso,ferrari,monaco,1,28,24489
2403,20130526,gutierrez,sauber,monaco,1,28,25364
2404,20130526,perez,mclaren,monaco,1,29,24672
2405,20130526,vergne,toro_rosso,monaco,1,29,24827
2406,20130526,vettel,red_bull,monaco,1,30,24375
2407,20130526,sutil,force_india,monaco,1,30,25274
2408,20130526,bottas,williams,monaco,1,30,29063
2409,20130526,grosjean,lotus_f1,monaco,1,30,24565
2410,20130526,maldonado,williams,monaco,2,30,26146
2411,20130526,rosberg,mercedes,monaco,1,31,25200
2412,20130526,hamilton,mercedes,monaco,1,31,24801
2413,20130526,jules_bianchi,marussia,monaco,2,35,25215
2414,20130526,garde,caterham,monaco,3,35,25862
2415,20130526,chilton,marussia,monaco,2,48,19553
2416,20130526,grosjean,lotus_f1,monaco,2,62,39980
2417,20130526,gutierrez,sauber,monaco,2,63,25926
2418,20130526,chilton,marussia,monaco,3,63,26198
2419,20130526,raikkonen,lotus_f1,monaco,2,70,25125
2420,20130324,resta,force_india,sepang,2,20,123124
2421,20130324,sutil,force_india,sepang,2,22,89401
2422,20130324,button,mclaren,sepang,3,35,104833
2423,20130512,sutil,force_india,catalunya,1,8,74026
2424,20130609,garde,caterham,villeneuve,1,8,22323
2425,20130609,sutil,force_india,villeneuve,1,9,22789
2426,20130609,pic,caterham,villeneuve,1,11,22184
2427,20130609,ricciardo,toro_rosso,villeneuve,1,12,21223
2428,20130609,hulkenberg,sauber,villeneuve,1,12,21623
2429,20130609,maldonado,williams,villeneuve,1,12,24557
2430,20130609,webber,red_bull,villeneuve,1,13,20716
2431,20130609,vergne,toro_rosso,villeneuve,1,13,21900
2432,20130609,perez,mclaren,villeneuve,1,13,20427
2433,20130609,rosberg,mercedes,villeneuve,1,14,21125
2434,20130609,bottas,williams,villeneuve,1,14,22242
2435,20130609,vettel,red_bull,villeneuve,1,16,20835
2436,20130609,alonso,ferrari,villeneuve,1,16,20512
2437,20130609,massa,ferrari,villeneuve,1,17,20473
2438,20130609,maldonado,williams,villeneuve,2,17,14446
2439,20130609,hamilton,mercedes,villeneuve,1,19,20879
2440,20130609,gutierrez,sauber,villeneuve,1,21,22017
2441,20130609,raikkonen,lotus_f1,villeneuve,1,22,25182
2442,20130609,button,mclaren,villeneuve,1,27,20212
2443,20130609,rosberg,mercedes,villeneuve,2,31,20832
2444,20130609,garde,caterham,villeneuve,2,32,22039
2445,20130609,pic,caterham,villeneuve,2,36,22033
2446,20130609,sutil,force_india,villeneuve,2,37,21000
2447,20130609,hulkenberg,sauber,villeneuve,2,38,21014
2448,20130609,chilton,marussia,villeneuve,1,38,21374
2449,20130609,ricciardo,toro_rosso,villeneuve,2,39,21315
2450,20130609,garde,caterham,villeneuve,3,38,29056
2451,20130609,bottas,williams,villeneuve,2,40,24418
2452,20130609,massa,ferrari,villeneuve,2,41,20372
2453,20130609,jules_bianchi,marussia,villeneuve,1,41,21378
2454,20130609,garde,caterham,villeneuve,4,40,24510
2455,20130609,grosjean,lotus_f1,villeneuve,1,42,20859
2456,20130609,perez,mclaren,villeneuve,2,43,20805
2457,20130609,webber,red_bull,villeneuve,2,46,22709
2458,20130609,alonso,ferrari,villeneuve,2,47,20636
2459,20130609,hamilton,mercedes,villeneuve,2,48,20656
2460,20130609,vettel,red_bull,villeneuve,2,49,20898
2461,20130609,maldonado,williams,villeneuve,3,49,21637
2462,20130609,grosjean,lotus_f1,villeneuve,2,53,21574
2463,20130609,resta,force_india,villeneuve,1,56,21066
2464,20130609,rosberg,mercedes,villeneuve,3,57,21459
2465,20130609,vergne,toro_rosso,villeneuve,2,57,20739
2466,20130609,sutil,force_india,villeneuve,3,61,14489
2467,20130609,gutierrez,sauber,villeneuve,2,63,21524
2468,20130630,hamilton,mercedes,silverstone,1,8,29026
2469,20130630,grosjean,lotus_f1,silverstone,1,9,24725
2470,20130630,resta,force_india,silverstone,1,9,25004
2471,20130630,alonso,ferrari,silverstone,1,10,24572
2472,20130630,webber,red_bull,silverstone,1,10,31448
2473,20130630,gutierrez,sauber,silverstone,1,10,25330
2474,20130630,garde,caterham,silverstone,1,10,26515
2475,20130630,massa,ferrari,silverstone,1,10,35210
2476,20130630,raikkonen,lotus_f1,silverstone,1,11,24992
2477,20130630,ricciardo,toro_rosso,silverstone,1,11,29446
2478,20130630,button,mclaren,silverstone,1,11,24745
2479,20130630,jules_bianchi,marussia,silverstone,1,11,25729
2480,20130630,rosberg,mercedes,silverstone,1,12,24990
2481,20130630,sutil,force_india,silverstone,1,12,24807
2482,20130630,hulkenberg,sauber,silverstone,1,12,29684
2483,20130630,chilton,marussia,silverstone,1,12,26031
2484,20130630,vettel,red_bull,silverstone,1,13,24159
2485,20130630,perez,mclaren,silverstone,1,13,24596
2486,20130630,vergne,toro_rosso,silverstone,1,14,29418
2487,20130630,maldonado,williams,silverstone,1,15,25244
2488,20130630,bottas,williams,silverstone,1,15,30231
2489,20130630,pic,caterham,silverstone,1,15,26191
2490,20130630,massa,ferrari,silverstone,2,16,24680
2491,20130630,hulkenberg,sauber,silverstone,2,25,26256
2492,20130630,vergne,toro_rosso,silverstone,2,25,26317
2493,20130630,gutierrez,sauber,silverstone,2,27,26040
2494,20130630,garde,caterham,silverstone,2,28,25814
2495,20130630,raikkonen,lotus_f1,silverstone,2,29,24428
2496,20130630,gutierrez,sauber,silverstone,3,29,31937
2497,20130630,alonso,ferrari,silverstone,2,30,24789
2498,20130630,grosjean,lotus_f1,silverstone,2,30,24751
2499,20130630,webber,red_bull,silverstone,2,31,24781
2500,20130630,ricciardo,toro_rosso,silverstone,2,32,26229
2501,20130630,button,mclaren,silverstone,2,32,24357
2502,20130630,chilton,marussia,silverstone,2,32,25701
2503,20130630,sutil,force_india,silverstone,2,33,25158
2504,20130630,perez,mclaren,silverstone,2,33,25028
2505,20130630,resta,force_india,silverstone,2,33,25099
2506,20130630,jules_bianchi,marussia,silverstone,2,33,25927
2507,20130630,rosberg,mercedes,silverstone,2,34,24893
2508,20130630,pic,caterham,silverstone,2,34,26371
2509,20130630,vettel,red_bull,silverstone,2,35,24092
2510,20130630,hamilton,mercedes,silverstone,2,36,24635
2511,20130630,massa,ferrari,silverstone,3,36,24400
2512,20130630,maldonado,williams,silverstone,2,37,25275
2513,20130630,hulkenberg,sauber,silverstone,3,37,24863
2514,20130630,bottas,williams,silverstone,2,38,31851
2515,20130630,gutierrez,sauber,silverstone,4,40,25087
2516,20130630,garde,caterham,silverstone,3,40,26391
2517,20130630,alonso,ferrari,silverstone,3,41,25018
2518,20130630,rosberg,mercedes,silverstone,3,42,25436
2519,20130630,webber,red_bull,silverstone,3,42,24473
2520,20130630,grosjean,lotus_f1,silverstone,3,42,25911
2521,20130630,resta,force_india,silverstone,3,42,33401
2522,20130630,massa,ferrari,silverstone,4,42,24872
2523,20130707,resta,force_india,nurburgring,1,4,20547
2524,20130707,vergne,toro_rosso,nurburgring,1,4,23147
2525,20130707,pic,caterham,nurburgring,1,4,22699
2526,20130707,ricciardo,toro_rosso,nurburgring,1,5,19846
2527,20130707,sutil,force_india,nurburgring,1,5,19910
2528,20130707,garde,caterham,nurburgring,1,5,21900
2529,20130707,jules_bianchi,marussia,nurburgring,1,5,20840
2530,20130707,hamilton,mercedes,nurburgring,1,6,19487
2531,20130707,gutierrez,sauber,nurburgring,1,6,19816
2532,20130707,vettel,red_bull,nurburgring,1,7,18979
2533,20130707,perez,mclaren,nurburgring,1,7,20432
2534,20130707,webber,red_bull,nurburgring,1,8,162042
2535,20130707,raikkonen,lotus_f1,nurburgring,1,8,19378
2536,20130707,chilton,marussia,nurburgring,1,8,21021
2537,20130707,alonso,ferrari,nurburgring,1,12,20199
2538,20130707,grosjean,lotus_f1,nurburgring,1,13,20273
2539,20130707,rosberg,mercedes,nurburgring,1,16,19690
2540,20130707,hulkenberg,sauber,nurburgring,1,17,21226
2541,20130707,ricciardo,toro_rosso,nurburgring,2,18,19952
2542,20130707,jules_bianchi,marussia,nurburgring,2,18,20371
2543,20130707,garde,caterham,nurburgring,2,19,20974
